species,X1...2,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52
Caladenia catenata,9894155,4344,1470,352,634,34.006,10.738,150.148,9.491,0,17.10375503698985,9.686033407847086,46.88838368131946,391.1481943660155,27.038776397705078,5.639249801635742,20.454625368118286,21.270164171854656,13.88505752881368,21.98197301228841,11.6487877368927,1052,132,46,28.22864011235354,363,165,307.5,216,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,28,1,1,1,1,1,1
Platanthera hyperborea,907286,4316,1226,183,542,65.281,2.269,-18.432,8.809,1,2.0541322350036353,5.266311959673961,31.333936274168863,445.4477959513229,11.243499755859375,-5.715845108032227,16.786250114440918,1.8455696403980255,3.37868923569719,8.198773543039957,-2.4960079987843833,827,92,44.5,22.005786690091398,254,146,181,230,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,7,1,1,1,1,1,1
Pogonia ophioglossoides,7042340,3872,1119,615,792,43.539,17.768,-79.805,29.338,1,5.879447942910095,10.728666643301645,27.123727076876293,1002.8238514155989,23.399999618530273,-14.309000015258789,38.09499931335449,15.800541877746582,-3.6546250929435096,18.065750122070313,-6.468208382527034,1032,110,60,18.782913888689805,312,200,291,226,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,25,1,1,1,1,1,1
Pterostylis mutica,3967387,4316,1419,526,772,33.256,6.339,142.294,30.302,0,16.625270947813988,12.41841639081637,46.243651998593045,513.1252055656216,29.09524917602539,1.9759999513626099,26.871249675750732,12.735833684603373,20.92641766866048,22.743458429972332,10.02633366982142,459,50,29,27.356235785715047,139,97,107,127,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,14,1,1,1,1,1,1
Spiranthes romanzoffiana,22219519,5292,1592,1022,1153,50.946,22.248,-88.559,141.751,1,4.1664304969211425,9.56240247314175,28.361378055536058,889.1755721673674,19.30379581451416,-13.63224983215332,34.08262491226196,7.792182842890422,-1.722454051176707,14.063595930735271,-6.3999166538318,884.5,109,37,33.93501061227247,305,131,239,223,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,20,1,1,1,1,1,1
Acianthera saundersiana,1749370,280,74,63,66,24.583,15.482,-47.74,12.074,0,18.200489580631256,10.016594489415487,54.992252242213816,304.94516918021674,27.462060928344727,8.605999946594238,18.15000057220459,21.363208134969074,15.137208461761475,21.77987464269002,14.452374855677286,1561,187,84,26.197711615716912,524,284,503,293,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1,1,1,1,1,1
Brachionidium pteroglossum,0,8,2,2,2,4.485,0.117,-79.145,0.021,0,17.35061977307002,10.771989544232685,84.81498414278096,32.062284549575196,23.60212516784668,10.905749797821045,12.696375370025635,17.468083302179974,17.004666566848755,17.65500005086263,16.884270747502644,1244,178.5,55.5,38.32024563809269,483,189,292,211,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5,0,1,1,1,1,1
Oeceoclades maculata,76321269,2488,683,490,557,8.056,51.631,-48.715,84.624,0,23.192734340826668,10.110593557357788,64.41917668795298,163.8925662730788,30.62837505340576,15.36400032043457,15.341249465942383,24.05256239573161,21.28712526957194,25.603833198547363,20.778913815816246,1410,205,35.5,57.870692641154534,566.5,130,391,198,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,34,1,1,1,1,1,1
Oeonia brauniana,18363,20,5,4,4,16.983,4.87,48.858,1.178,0,20.647968689600628,12.328812758127848,64.96098999785993,254.9555159120245,29.160749435424805,11.126250267028809,18.034499168395996,22.995874722798664,17.820874849955242,22.995874722798664,17.780916690826416,1735,309,36,72.38481593266955,867,143,867,143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,1,1,1,1
Oligophyton drummondii,0,4,2,1,1,19.789,0.008,33.029,0.016,0,16.8350626428922,10.247041742006937,60.829552858411354,248.09239884495486,24.303499221801758,7.458000183105469,16.84549903869629,19.11912488937378,13.286791721979776,19.11912488937378,13.286791721979776,1237,258,16,93.06205937931863,729,54,729,54,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,1,1,1,1
Oncidium dactyliferum,26651,16,6,4,4,0.397,5.925,-77.192,1.342,1,23.814229170481365,8.375458399454752,83.1331719067209,44.64164123217069,28.719499588012695,18.644750595092773,10.074748992919922,23.4857915242513,24.14275010426839,24.2142915725708,23.150458335876465,4167,466,247.5,20.740368893817017,1310,781,943.5,1181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,1,1,1,1,1,1
Oncidium ensatum,1527115,164,44,32,33,18.151,16.424,-85.041,9.808,1,24.465961178143818,8.966187318166098,66.49940637688927,160.92250253003618,32.131500244140625,16.13075065612793,14.400880813598633,26.66895834604899,23.88210391998291,27.358750343322754,22.37224594751994,1751,265.5,38,60.72418432368586,709.5,142,571,213.5,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,28,1,1,1,1,1,1
Oncidium hastilabium,0,8,2,2,2,3.548,6.151,-75.829,5.131,1,17.131171921888985,8.396177172660828,90.77790421093829,25.81431890239532,21.839125633239746,12.588375091552734,9.250750541687012,17.376875003178913,16.960854212443035,17.47212513287862,16.842500130335488,1818.5,265,45,51.341491275744474,737,189,675,319.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,0,1,1,1,1,1
Oncidium planilabre,0,8,2,2,2,2.042,0.735,-79.817,0.27,0,25.03672401110331,8.601676940917969,76.02498275805928,102.02565694364787,30.431374549865723,19.115124702453613,11.31624984741211,26.058562437693276,23.893645763397217,26.271708170572918,23.857479095458984,1103,292.5,2.5,118.06769725436862,747.5,13.5,735,17,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32.5,0,1,1,1,1,1
Ophrys argolica,335010,188,55,32,38,38.766,5.592,21.345,13.749,1,15.455028797189394,8.418181777000427,34.517996166884956,599.5359650630688,28.225250244140625,2.374237298965454,24.73949956893921,10.841622114181519,23.58390776316325,23.58390776316325,8.49824861685435,749,122,11,65.05962512105977,318,36,36,286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34,1,1,1,1,1,1
Ophrys atlantica,128576,96,38,11,14,36.571,0.842,-3.653,9.096,1,16.891958395640057,8.885570565859476,38.40478321874603,523.5609087812708,28.658374786376953,5.559500217437744,23.226070404052734,11.929182847340902,23.478333473205566,23.73633321126302,11.071465571721395,625,113,1,73.34027069266313,310,17,23,287,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,1,1,1,1,1,1
Ophrys bertolonii,538112,1020,303,102,170,41.787,7.698,13.665,8.527,1,13.698406184713045,8.4605712890625,33.01275424404102,636.6880896307352,26.672500610351563,0.606249988079071,25.466750383377075,12.49720843633016,21.94957145055135,22.057514508565266,6.389843801657359,689,86,26,31.507027785474214,239,104,116,185,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,40,1,1,1,1,1,1
Ophrys kotschyi,44750,120,33,11,17,34.937,0.726,31.605,8.723,1,17.982791741689045,10.28237501780192,39.574613181158,596.3905034680809,30.874250411987305,4.892000198364258,25.982250213623047,11.054041385650635,25.23566659291585,25.23566659291585,10.982208331425985,512,115,2,93.64313972206854,302,10,10,248,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34,1,1,1,1,1,1
Ophrys lunulata,12051,80,29,11,12,37.229,1.124,14.56,1.717,1,16.821124891440075,9.350354035695394,37.876341339134505,571.7784038515433,29.133750915527344,4.355500221252441,24.492499351501465,14.754416624704996,23.7603333791097,24.09024969736735,10.255208333333334,502,80,3,69.497894646596,222,23,53,194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,1,1,1,1,1,1
Orchis brancifortii,61540,80,26,12,15,39.159,2.674,11.436,4.306,1,14.94652090469996,8.009314099947611,34.21233070996283,595.1661414430641,27.170374870300293,3.3343939781188965,23.754791498184204,12.462291797002157,22.415083249409996,22.621458053588867,8.460866153240204,526.5,77,7,50.18159242624306,221.5,40,62,193,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,1,1,1,1,1,1
Orchis laeta,0,4,1,1,1,36.628,0,4.651,0,1,14.930697957674662,9.397604068120321,34.50498015466252,653.9425693207861,28.519750595092773,1.284250020980835,27.23550057411194,8.729000051816305,23.142791748046875,23.46308358510335,7.479375044504802,863,137,6,61.506026674255054,376,43,56,358,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48,0,1,1,1,1,1
Orchis pauciflora,686078,628,206,71,107,40.926,8.963,15.397,16.128,1,12.662817796071371,7.79013035694758,31.854693485192833,618.8199869451199,24.921186447143555,0.2889830470085144,24.17099964618683,9.193173249562582,20.790536721547443,20.790536721547443,5.2061675389607744,844,125,33,36.02296788194155,339.5,113.5,133,271.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,34,1,1,1,1,1,1
Orchis quadripunctata,459115,348,108,49,67,37.568,6.597,22.997,9.464,1,15.291915853818258,8.253687500953674,33.758574303458644,606.7897206841274,26.966848373413086,2.6767148971557617,24.220000743865967,9.142712712287903,22.862258593241375,22.895960648854576,8.355999251206715,686,130.5,7.5,69.34433544721979,342,28,28,333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34,1,1,1,1,1,1
Orchis sitiaca,429,16,4,3,3,35.222,0.183,24.804,0.794,1,15.2692551612854,8.202468713124592,34.90585380039903,582.495103741121,26.592625617980957,3.105625033378601,23.487000584602356,8.592875043551128,22.571208318074547,22.571208318074547,8.592875043551128,833.5,170,2.5,84.11844589146776,442,15,15,442,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,1,1,1,1,1,1
Oreorchis oligantha,0,4,1,1,1,27.08,0,100.2,0,1,6.485583336402972,10.019625005622705,38.7535170326969,538.9276504442112,19.291000366210937,-6.56374979019165,25.854750156402588,12.733833392461142,0.35633329550425213,12.733833392461142,-0.44116663932800293,805,146,11,67.39702381098961,385,46,385,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,0,1,1,1,1,1
Brachycorythis disoides,9011,20,5,5,5,20.364,1.318,46.872,0.831,0,17.35309374332428,12.038729111353556,63.693606102035254,254.92751793958215,26.18950080871582,7.28849983215332,18.396000862121582,19.991416772206623,13.786458333333334,19.991416772206623,13.786458333333334,1350,306,10,101.10016752788536,835,32,835,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,1,1,1,1
Orleanesia amazonica,1827542,60,20,15,15,1.638,14.088,-58.203,6.111,0,26.4408331712087,8.880114237467447,79.43933187484734,58.91384578914598,32.21612548828125,20.687374114990234,11.747125625610352,25.872249603271484,26.76397864023844,27.147833347320557,25.78016630808512,2120,340.5,49.5,69.13606820828988,938,176.5,251.5,896,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,1,1,1
Pachyplectron arifolium,5264,40,10,9,10,21.363,1.326,165.634,1.553,0,22.039526442686714,7.8278227647145595,57.46426513344008,210.88607454327155,28.38050079345703,14.814672470092773,13.545500755310059,24.589041868845623,20.23714590072632,24.60366694132487,19.484541734059654,1908,315,67,47.33636289219571,823,257,823,273.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,1,1,1,1,1
Palmorchis imuyaensis,0,4,1,1,1,0.6,0,-75.26,0,0,25.56527082125346,8.890625476837158,77.65078083938673,66.08894309612259,30.949499130249023,19.5,11.449499130249023,25.217708587646484,26.195207913716633,26.209332784016926,24.617125193277996,2789,328,141,27.978086722315762,935,435,485,838,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,1,1,1,1
Palmorchis trilobulata,293982,148,41,26,29,8.941,2.993,-82.708,4.858,1,22.64987496534983,8.562187592188518,80.94213908307816,65.46970288392379,27.815750122070313,17.697875022888184,10.796625137329102,22.423000017801918,22.717083295186363,23.423145612080894,22.101270834604897,3280.5,431,57,44.86595017485093,1190,331,557,812,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,1,1,1,1,1
Panisea yunnanensis,19516,28,7,6,6,22.196,2.601,104.255,1.258,1,16.28823967774709,7.887895743052165,41.198661761050175,420.2321619591967,25.429500579833984,5.621500015258789,19.145999908447266,21.40054162343343,10.84362506866455,21.40054162343343,9.992625077565512,1582,367,5,87.75230922918665,924,47,924,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1,1,1,1
Paphiopedilum appletonianum,155507,40,12,5,6,14.048,5.958,108.26,3.545,1,21.0421146551768,8.55873950322469,64.13495512926721,146.00168298017414,27.516499519348145,13.450750350952148,13.260249614715576,21.520729223887123,19.01658312479655,22.654666582743328,18.33858315149943,1476,245,18,61.812216051388255,625,80,409,91,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,1,1,1,1,1,1
Paphiopedilum armeniacum,71227,12,3,3,3,24.24,1.578,101.707,4.579,1,16.01489051183065,8.94780190785726,41.72545304981895,450.90138687810133,25.947500228881836,4.572624921798706,21.37487530708313,20.740520795186363,9.7983957529068,20.740520795186363,9.7983957529068,1228,247.5,12,80.82647177521895,662.5,54,662.5,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,1,1,1,1
Paphiopedilum barbigerum,0,8,2,2,2,22.986,3.819,106.418,3.414,1,19.582072863976162,8.330187300841015,37.77274595169451,542.4150960628913,30.40399932861328,7.559500217437744,22.844499111175537,24.692791620890297,12.86243752638499,25.55847899119059,12.38058340549469,1399.5,272,17.5,79.6726657423238,730.5,75,704,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,1,1,1,1
Paphiopedilum bellatulum,0,8,2,2,2,23.363,1.197,100.057,1.447,1,18.557093789180122,9.29443762699763,45.86784179148826,385.5575288796151,27.77649974822998,7.510250091552734,20.266249656677246,22.404083251953125,13.907395879427593,22.404083251953125,13.149562637011211,1388.5,293,14.5,87.43842857790287,783.5,53,783.5,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,1,1,1,1
Paphiopedilum bullenianum,332835,12,3,3,3,2.211,3.21,117.678,17.7,0,26.973423957824707,7.800906499226888,85.6462271206939,38.99987273448379,31.566579818725586,22.458290100097656,9.530000686645508,26.641148567199707,27.20329189300537,27.3683074315389,26.55133851369222,2927,376,112,46.695074605842834,1015,402,548,1015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,1,1,1,1,1
Paphiopedilum concolor,210381,60,15,13,13,22.02,4.131,105.62,5.49,1,21.771843870480854,7.984187682469686,39.54723646521922,448.7753852005472,31.517499923706055,9.522749900817871,19.71375036239624,27.022375106811523,15.944041728973389,27.022375106811523,14.633583386739096,1463,301,12,88.82168124836346,813,61,778,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1,1,1,1
Paphiopedilum dianthum,161219,72,19,16,16,21.818,4.026,105.135,2.293,1,20.430312554041546,8.109271128972372,42.90278987295107,420.2321619591967,29.24424934387207,10.576000213623047,18.901500701904297,24.472957928975422,15.944041728973389,24.743375142415363,14.98033348719279,1431,298,9,91.51333130878176,816,54,766,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1,1,1,1
Paphiopedilum emersonii,0,4,1,1,1,22.21,0,106.07,0,1,21.180426756540935,7.971895853678386,36.86809541434777,508.78295031615403,31.195499420166016,9.572750091552734,21.62274932861328,26.665332794189453,15.528374830881754,26.665332794189453,14.338499704996744,1661,324,17,85.99815169615358,930,76,930,96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,1,1,1,1
Paphiopedilum glanduliferum,56812,12,3,3,3,1.092,1.407,132.424,5.567,0,27.084694465001423,7.147948265075684,83.66307585617115,36.994244035117525,31.120304107666016,22.95879364013672,8.342306137084961,26.89212767283122,27.340452194213867,27.377806027730305,26.553517659505207,2833,334,165,27.27998556408548,953,521,648,795,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,1,1,1,1
Paphiopedilum godefroyae,0,4,1,1,1,8.417,0,98.5,0,1,27.483121156692505,7.906112829844157,78.21806063213566,70.42197065262854,32.615867614746094,22.50808334350586,10.107784271240234,27.3033930460612,27.052295366923016,28.44271469116211,26.690518697102863,2778,449,31,66.84276555841664,1243,125,549,611,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,1,1,1,1
Paphiopedilum gratrixianum,0,4,1,1,1,21.45,0,105.63,0,1,22.782312393188477,7.6392914454142256,37.087992167286586,478.8508010856878,31.963499069213867,11.365750312805176,20.59774875640869,27.909624735514324,16.47666660944621,27.909624735514324,16.47666660944621,1720,342,16,85.97790965426091,931,72,931,72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,1,1,1,1
Paphiopedilum hangianum,0,8,2,2,2,22.38,0.198,105.38,0.09,1,21.68857820828756,7.55553118387858,36.97873210558097,489.2533998971075,31.16587543487549,10.733999729156494,20.431875705718994,26.958395957946777,15.714083274205525,26.958395957946777,15.111708323160807,1742,359,12.5,91.98799271586714,1005,68.5,1005,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,1,1,1,1
Paphiopedilum haynaldianum,0,4,1,1,1,15.483,0,121.383,0,1,24.692484776178997,7.305212179819743,62.16527767227632,133.9034904678993,30.330909729003906,18.579635620117188,11.751274108886719,25.527515093485516,23.161272366841633,26.065757751464844,22.78884792327881,2589,338,57,49.74775154989364,990,228,838,319,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,1,1,1,1
Paphiopedilum helenae,8,8,3,2,2,22.093,0.333,106.097,0.072,1,21.180426756540935,7.971895853678386,36.86809541434777,508.78295031615403,31.195499420166016,9.572750091552734,21.62274932861328,26.665332794189453,15.528374830881754,26.665332794189453,14.338499704996744,1661,324,17,85.99815169615358,930,76,930,96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1,1,1,1
Paphiopedilum henryanum,1873,16,4,4,4,22.922,0.629,105.145,0.361,1,19.72028112411499,7.601593573888143,36.99093387174487,486.05872594450943,29.236750602722168,8.693000078201294,20.54499888420105,24.930416584014893,13.10406231880188,24.930416584014893,13.10406231880188,1692,366,12,91.14352270939438,982,67,982,67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,1,1,1,1,1
Paphiopedilum hirsutissimum,159604,120,32,23,26,21.977,3.945,105.773,2.782,1,21.11973442633947,7.773062348365784,39.30175648297544,461.4447049771361,30.52400016784668,10.576000213623047,19.912874221801758,25.89816697438558,15.938729286193848,26.38337516784668,14.98033348719279,1520,301,12,90.86694559575099,872.5,61,805,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1,1,1,1
Paphiopedilum hookerae,34158,12,3,3,3,3.617,4.095,113.977,6.375,1,26.628406286239624,9.23312505086263,80.90006978403605,53.22763145792353,32.22249984741211,21.078250885009766,11.413000106811523,26.05220826466878,27.087416966756184,27.266958554585774,25.945000012715656,3512,419,176,30.17724045790422,1044,571,674,1044,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,1,1,1,1,1
Paphiopedilum insigne,0,4,1,1,1,23.843,0,90.269,0,1,25.412978927294414,8.837083260218302,43.5646228353821,397.65027139220075,34.057498931884766,13.772500038146973,20.284998893737793,28.498957951863606,19.380416711171467,28.498957951863606,19.380416711171467,2046,383,7,85.5515004866812,1039,38,1039,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,1,1,1,1,1
Paphiopedilum javanicum,1409097,36,9,9,9,0.822,14.449,114.223,13.538,0,25.30104172229767,8.573458194732666,79.88417031861235,57.23924685395843,30.505624771118164,20.07474994659424,10.72014331817627,24.960062344868977,25.231083393096924,25.830041885375977,24.76285394032796,2570,279,135,22.799817921630677,792,429,648,552,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,1,1,1,1,1,1
Paphiopedilum lowii,405766,28,7,7,7,4.174,6.612,116.154,7.232,1,19.423895915349323,9.896000385284424,80.35493006120458,58.64645825378477,24.503999710083008,14.168499946594238,12.877750396728516,19.821916739145916,19.029333273569744,19.821916739145916,19.029333273569744,2442,266,123,24.023397582057825,746,418,659,526,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,1,1,1,1,1
Paphiopedilum malipoense,70050,100,27,13,16,20.542,5.198,105.201,1.515,1,21.180426756540935,7.971895853678386,42.90278987295107,420.2321619591967,29.898250579833984,10.996749877929687,18.901500701904297,24.979999860127766,16.564666589101154,25.4547913869222,15.433124860127768,1580,316,6,92.14724324178333,877,45,793,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1,1,1,1
Paphiopedilum micranthum,61436,56,16,12,12,23.318,2.867,105.667,4.182,1,18.81324469049772,7.606145699818929,36.78492011408183,487.35696546782225,28.277999877929688,6.908874988555908,20.525498867034912,23.98045825958252,11.475187460581463,24.07324981689453,11.475187460581463,1604,342.5,12,90.46977026173474,917.5,62,892,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,1,1,1,1,1
Paphiopedilum niveum,0,4,1,1,1,6.367,0,99.8,0,1,27.154128869374592,7.152677218119304,82.73103209608759,55.048408023648776,31.544795989990234,22.89909553527832,8.645700454711914,26.76040744781494,27.380090077718098,27.917797724405926,26.53582223256429,2394,378,39,58.10439760817848,995,157,522,651,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,1,1,1,1,1
Paphiopedilum parishii,0,4,1,1,1,15,0,98.833,0,1,24.84964581330617,10.310624996821085,64.73473255456669,167.5886656334588,31.78700065612793,15.85949993133545,15.92750072479248,25.130542119344074,22.73699967066447,26.797333399454754,22.611916065216064,1835,310,4,83.50929289969854,912,27,369,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,1,1,1,1
Paphiopedilum purpuratum,70988,28,7,6,6,22.358,1.159,108.247,7.423,1,21.86007301012675,7.606145699818929,36.08837083406827,540.7036599891314,31.410249710083008,10.505249977111816,21.993000030517578,27.12125015258789,16.292708079020183,27.12125015258789,14.611749966939291,1704,349,29,86.46485190096635,981,113,981,114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1,1,1,1
Paphiopedilum rothschildianum,0,8,2,2,2,6.005,0.008,116.609,0.134,1,21.429062604904175,9.950396060943604,77.74413534410544,73.24419318113426,27.796000480651855,14.985000133514404,12.811000347137451,21.014416774113972,21.017708460489906,22.292646169662476,20.482375144958496,2392.5,257.5,137,20.7885747191048,727.5,448,620,595.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5,0,1,1,1,1,1
Paphiopedilum sanderianum,23,12,3,1,2,4.045,0.059,114.871,0.064,1,23.32633336385091,10.574958165486654,82.12762822570488,48.159631982993574,29.733999252319336,16.857749938964844,12.876249313354492,23.03012530008952,23.65441640218099,23.960083325703938,22.78812535603841,3164,323,207,15.818504883332489,942,653,786,789,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,1
Paphiopedilum schoseri,0,8,2,2,2,0.686,0.115,127.535,0.004,0,25.0242973168691,7.670660972595215,84.85423979119912,39.376074922302514,29.404428482055664,20.36621856689453,9.038209915161133,25.285975297292076,25.046312491099037,25.391858895619713,24.464780807495117,1850,182,90.5,20.547414057684364,542.5,321.5,502.5,425.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,0,1,1,1,1,1
Paphiopedilum stonei,0,4,1,1,1,1.2,0,110.383,0,1,26.94319764773051,9.125478903452555,81.17851348083214,52.07764399910452,32.47024917602539,21.229000091552734,11.241249084472656,26.241458257039387,27.387999534606934,27.541082700093586,26.241458257039387,3637,504,176,31.58631420808471,1294,585,709,1294,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,1,1,1,1
Paphiopedilum supardii,0,8,2,2,2,2.708,1.605,115.362,0.667,0,26.3614635070165,8.889385143915812,88.92254427241724,31.438705086665063,31.39050006866455,21.393750190734863,9.9967498779296875,26.05870834986369,26.20302089055379,26.65245850880941,26.055166562398277,2558,343,92.5,42.08149713810492,940.5,324.5,562.5,935.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0,1,1,1,1,1
Paphiopedilum tonsum,0,8,2,2,2,3,0.75,98.25,1.05,1,20.695437689622246,9.807562629381815,85.83024437340066,36.395868801855215,26.61900043487549,15.18762493133545,11.431375503540039,20.48406251271566,20.58439604441325,21.20729192097982,20.343166828155518,2284.5,273.5,90.5,32.80315541923559,790,323,638,501,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,1,1,1,1
Paphiopedilum victoria-regina,0,4,1,1,1,0.95,0,100.533,0,0,20.504031260808308,9.42902104059855,81.28992776326253,38.00146187686694,26.50149917602539,14.902250289916992,11.599248886108398,20.25700028737386,20.33104149500529,21.038875102996826,20.197333335876465,2301,274,90,30.654031968257474,712,326,677,386,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,1,1,1,1
Paphiopedilum vietnamense,5443,24,6,5,6,22.603,0.825,106.272,0.875,1,21.2554323275884,7.732520580291748,35.584591637339436,515.3517620025548,31.426125526428223,9.32800006866455,21.50950002670288,26.93316682179769,15.391979217529297,26.93316682179769,14.071458498636881,1553,307.5,18,88.49335299452483,895.5,76,895.5,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1,1,1,1
Paphiopedilum villosum,359988,16,4,3,3,15.537,9.262,108.049,1.676,1,20.169197877248127,8.709437688191732,65.48410709556946,148.33935141795777,26.669750213623047,10.646499633789063,15.068000793457031,20.509708404541016,16.386041800181072,21.73620859781901,16.356833457946777,1469,243,17,64.61258132195876,692,80,514,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,1,1,1,1
Paphiopedilum violascens,281308,20,5,5,5,5.314,6.879,143.448,13.353,0,22.07115642229716,10.591833432515463,84.54190814273741,48.0750694678993,28.319000244140625,15.255000114440918,12.5285005569458,22.649750073750813,21.22433376312256,22.649750073750813,21.22433376312256,2720,321,129,31.410460315824352,901,440,730,489,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,1,1,1,1
Paphiopedilum wilhelminae,2055,12,3,3,3,5.011,1.2,141.406,3.3,0,16.06054174900055,11.366375048955282,90.0770647052198,40.19566024783578,22.276750564575195,9.658249855041504,12.501999855041504,16.514916737874348,15.563541730244955,16.514916737874348,15.563541730244955,3227,340,218,12.406293904140558,880,685,871,685,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,1,1,1,1
Pedilochilus papuanus,0,8,2,2,2,6.185,3.501,142.035,8.757,0,15.334817777077358,11.319635609785717,87.75890857603113,47.5722653578768,21.669124603271484,8.800250053405762,12.868874549865723,15.278250217437744,14.994354287783306,15.973812341690063,14.851937651634216,2951,326.5,166,23.614141720822495,933,518,792,616.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,1,1,1,1,1
Pelexia orthosepala,388603,48,14,11,11,18.067,9.18,-43.156,4.822,0,18.356776177883148,11.238520542780558,64.87405944945127,193.16899832960235,26.952749252319336,9.69337511062622,17.558250904083252,20.430624882380165,15.845812718073526,20.79395834604899,15.845812718073526,1313,253,15,81.14616552428572,674.5,56,522.5,56,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,31,1,1,1,1,1,1
