species	tot_occ	uni_occ	mean_lat	mean_lon	lat_range	lon_range	lat_hemisphere	eoo	aoo	1	2	7	10	13	3	4	5	6	11	98	8	12	9	14	99	bio1	bio4	bio11	bio12	bio15	bio17	range_bio1	range_bio4	range_bio11	range_bio12	range_bio15	range_bio17	humanfootprint_1993_1	humanfootprint_1993_2	humanfootprint_1993_3	humanfootprint_1993_4	humanfootprint_2009_1	humanfootprint_2009_2	humanfootprint_2009_3	humanfootprint_2009_4
Habenaria backeri	0.3010300	0.3010300	0.0754222222	 0.594344444	0.000000e+00	0.0000000000	0	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.30000000	2.418301	 12.80000000	3.477555	1.5797836	2.5717088	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
Habenaria batesii	0.6020600	0.6020600	0.0405444444	 0.054555556	3.319514e-01	0.4506477986	1	2.07906904	1.1139434	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.30666667	2.898176	 12.26666667	3.468347	1.7403627	2.2966652	 2.4000000	1.6875290	 2.46000000	3.0130901	0.4471580	1.3873898	0.00	0.00	0.67	0.33	0.00	0.00	0.67	0.33
Habenaria delavayi	1.2041200	1.2041200	0.2940666667	 0.562966667	8.028531e-01	0.5633956420	1	5.14720119	1.7853298	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	 0.88666667	3.647676	  4.66666667	2.996074	1.9590414	1.5051500	 9.7800000	3.2893883	11.20000000	2.5121505	1.3654880	1.6253125	0.00	0.00	0.13	0.87	0.00	0.00	0.07	0.93
Habenaria dusenii	0.6020600	0.6020600	0.0344888889	-0.347633333	1.349078e+00	1.1521350909	0	5.13675034	1.1139434	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.80000000	3.032619	 17.40000000	3.378580	1.8260748	2.1139434	 3.1200000	2.8351196	 3.54000000	3.1664597	1.2355284	2.3541084	0.00	0.50	0.50	0.00	0.00	1.00	0.00	0.00
Habenaria finetiana	1.0000000	1.0000000	0.2878000000	 0.560377778	7.287011e-01	0.6227112593	1	5.05250710	1.5682017	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	 0.82666667	3.636789	  4.20000000	2.998259	1.9493900	1.6232493	 6.0666667	3.0236639	 6.58666667	2.5438198	1.2922561	1.5682017	0.00	0.00	0.22	0.78	0.00	0.00	0.11	0.89
Habenaria fordii	0.9030900	0.9030900	0.2741222222	 0.590916667	4.556289e-01	1.1031264461	1	5.30427851	1.4623980	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.22000000	3.734400	  7.06666667	3.095518	1.9084850	1.7634280	 3.1066667	3.4842856	 2.96000000	2.7388598	1.4727564	1.9813655	0.00	0.00	0.43	0.57	0.00	0.00	0.29	0.71
Habenaria glazioviana	1.2304489	1.2304489	0.1393888889	-0.274822222	1.175813e+00	1.4141281574	0	6.51674862	1.7558749	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	 1.71666667	2.993216	 15.83333333	3.241795	1.8481891	1.6020600	 3.2000000	3.2119211	 4.73333333	2.9893386	1.5826314	2.4009695	0.12	0.19	0.44	0.25	0.00	0.07	0.57	0.36
Habenaria holotricha	0.3010300	0.3010300	0.2064444444	 0.547111111	0.000000e+00	0.0000000000	1	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.54666667	3.354685	 13.33333333	2.989005	1.8976271	1.5185139	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00
Habenaria isoantha	1.0000000	1.0000000	0.0983555556	 0.194161111	4.619935e-01	0.6255161717	0	4.64167131	1.4623980	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	 1.34666667	3.187239	 12.00000000	3.220631	1.9777236	1.4913617	 3.3733333	2.7196627	 3.09333333	3.1743506	1.4623980	1.8692317	0.22	0.00	0.56	0.22	0.00	0.22	0.44	0.33
Habenaria jacobii	0.7781513	0.7781513	0.1137333333	-0.070894444	2.677770e-01	0.1608825192	1	2.80350696	1.2304489	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.68000000	3.160769	 15.66666667	3.358506	2.0086002	1.2041200	 2.4000000	1.8182259	 2.34666667	2.5611014	0.7323938	0.2552725	0.00	0.20	0.60	0.20	0.00	0.00	0.80	0.20
Habenaria jaegeri	0.7781513	0.7781513	0.0963222222	-0.051927778	1.792645e-01	0.4430313019	1	2.46669268	1.1139434	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.56000000	2.944976	 15.13333333	3.320562	1.8061800	1.9731279	 0.0000000	2.3891661	 0.26666667	1.9571282	1.0569049	1.6042261	0.00	0.20	0.80	0.00	0.00	0.20	0.80	0.00
Habenaria leucoceras	0.9030900	0.9030900	0.1100666667	 0.189011111	5.203184e-01	0.3693420443	0	4.42020661	1.4623980	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	 1.16000000	3.287802	  9.66666667	3.117271	1.9777236	1.2787536	 3.2666667	2.9071963	 3.80666667	2.8194123	1.1553360	1.5740313	0.20	0.00	0.80	0.00	0.20	0.00	0.60	0.20
Habenaria macrostele	1.5314789	1.5314789	0.1044555556	 0.174794444	1.225567e+00	0.9558579719	0	5.99062750	2.0681859	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	 1.20000000	3.174932	 11.60000000	3.155640	1.8808136	1.6434527	 3.6933333	3.3563319	 3.89333333	2.9351040	1.8048207	2.0145205	0.00	0.03	0.30	0.67	0.00	0.00	0.33	0.67
Habenaria mairei	0.9030900	0.9030900	0.3107888889	 0.554983333	6.658679e-01	0.6715662149	1	5.01476949	1.4623980	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	 0.72666667	3.684037	  2.86666667	2.971276	1.9493900	1.3617278	 4.3066667	3.1346551	 4.74000000	2.5492486	1.2479733	1.4800069	0.00	0.00	0.29	0.71	0.00	0.00	0.14	0.86
Habenaria maitlandii	0.6020600	0.6020600	0.0468333333	 0.055388889	8.071987e-01	0.2889196057	1	3.80730314	1.1139434	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.43333333	2.985875	 13.46666667	3.337260	1.8633229	1.6434527	 3.3000000	2.0652061	 3.30000000	2.8396666	0.8061800	1.4871384	0.00	0.33	0.00	0.67	0.00	0.00	0.67	0.33
Habenaria microceras	0.8450980	0.8450980	0.0611111111	 0.055416667	4.895401e-01	0.3679147388	1	3.51055801	1.3979400	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.20333333	2.986324	 11.16666667	3.322116	1.8543060	1.7993405	 3.0333333	2.2380461	 2.95000000	2.8334659	1.1538149	1.9878896	0.00	0.00	0.50	0.50	0.00	0.00	0.83	0.17
Habenaria monorrhiza	2.6637009	2.6637009	0.0801444444	-0.444105556	1.458112e+00	1.4084058477	1	7.02061987	3.2224563	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	 1.43333333	2.809560	 13.60000000	3.376212	1.7118072	2.2966652	 6.8066667	3.1594469	 6.53666667	3.4822374	1.7164207	2.7605733	0.05	0.18	0.34	0.43	0.02	0.17	0.34	0.47
Habenaria mossii	0.9542425	0.9542425	0.2884111111	 0.158511111	3.532476e-01	0.4803770859	0	4.15400935	1.4623980	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	 1.09333333	3.588608	  7.26666667	2.849419	1.8864907	1.3424227	 1.3700000	3.1598077	 2.54333333	2.4227539	0.7242759	1.3344538	0.00	0.00	0.12	0.88	0.00	0.00	0.12	0.88
Habenaria nigrescens	0.8450980	0.8450980	0.0626555556	 0.055966667	3.106827e-01	0.1684827514	1	3.38576959	1.3222193	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.40666667	2.968249	 13.20000000	3.335157	1.8603380	1.8061800	 2.3000000	1.9590414	 2.41666667	2.5003737	0.6989700	1.4353665	0.00	0.00	0.67	0.33	0.00	0.00	0.83	0.17
Habenaria obovata	0.6989700	0.6989700	0.0577888889	 0.054505556	4.774483e-01	0.3640329099	1	3.41653550	1.2304489	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.14666667	2.950365	 10.63333333	3.372820	1.8195439	2.0170333	 3.1266667	2.1869563	 3.06000000	2.8309734	1.1583625	1.9927744	0.00	0.00	0.50	0.50	0.00	0.00	0.75	0.25
Habenaria parviflora	2.4048337	2.4048337	0.2675333333	-0.269700000	1.176021e+00	1.2461862886	0	6.98860903	2.9429996	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	 1.21333333	3.427811	  9.66666667	3.184975	1.5797836	2.3873898	 4.6000000	3.4423230	 5.49333333	3.1410106	1.8715729	2.5670264	0.02	0.21	0.41	0.36	0.01	0.17	0.38	0.45
Habenaria plectromaniaca	1.4313638	1.4313638	0.0589888889	 0.216461111	5.701312e-01	0.3733258577	0	4.79970945	1.9493900	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	 1.65333333	3.163758	 15.26666667	3.049993	1.7993405	2.0569049	 2.8833333	2.5913429	 3.13333333	2.5480822	1.4842998	2.0075344	0.00	0.00	0.15	0.85	0.00	0.00	0.27	0.73
Habenaria pleiophylla	1.1461280	1.1461280	0.2810555556	-0.263344444	9.556406e-01	0.7698232091	0	4.98577198	1.6532125	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.25333333	3.363424	 10.13333333	3.165244	1.5682017	2.3944517	 2.2266667	2.9527924	 2.13333333	3.0462610	1.7937904	2.4216039	0.00	0.18	0.18	0.64	0.00	0.09	0.27	0.64
Habenaria retroflexa	0.7781513	0.7781513	0.0667333333	 0.829422222	1.020171e+00	1.4640735344	0	5.22661347	1.3222193	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.64666667	2.637490	 16.00000000	3.476832	1.2552725	2.7795965	 2.6000000	2.2227165	 2.77333333	3.1744669	1.3579348	2.6193021	0.00	1.00	0.00	0.00	0.00	0.25	0.25	0.50
Habenaria richardsiae	0.7781513	0.7781513	0.0978555556	 0.194227778	2.987003e-01	0.2148438480	0	3.29238944	1.2304489	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	 1.16000000	3.220370	  9.93333333	3.108903	1.9912261	1.0413927	 1.5866667	2.1772478	 1.72000000	2.7762652	1.1398791	1.4742163	0.00	0.00	0.60	0.40	0.00	0.00	0.40	0.60
Habenaria siamensis	0.6020600	0.6020600	0.1863777778	 0.558966667	6.655782e-01	0.7969834595	1	5.12546678	1.1139434	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.68666667	3.357363	 14.80000000	3.192010	1.9138139	1.4771213	 1.0800000	2.8452841	 1.26000000	2.9241759	1.2576786	1.2988531	0.00	0.00	0.00	1.00	0.00	0.33	0.00	0.67
Habenaria socotrana	1.0000000	1.0000000	0.1363666667	 0.294388889	3.912880e-01	0.7724684031	1	3.88243067	1.5682017	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	 1.64666667	3.294907	 14.86666667	2.041393	1.7403627	1.1139434	 1.8000000	2.9067659	 2.33333333	1.5587086	1.1702617	0.8450980	0.00	0.11	0.22	0.67	0.00	0.44	0.56	0.00
Habenaria stylites	1.3424227	1.3424227	0.0791777778	 0.206627778	1.192994e+00	0.9647073687	0	6.01791509	1.9294189	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	 1.53333333	3.207904	 14.26666667	2.976808	1.8061800	2.0000000	 5.6000000	3.2193225	 6.86666667	2.9095560	1.7923917	2.3117539	0.05	0.00	0.20	0.75	0.05	0.05	0.57	0.33
Habenaria supplicans	0.7781513	0.7781513	0.1251555556	 0.141100000	7.331973e-01	0.8785217955	0	5.16692186	1.3222193	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.41333333	3.202488	 12.46666667	3.085647	1.9637878	0.4771213	 1.6000000	3.0746702	 1.78666667	2.5854607	1.1398791	0.6434527	0.00	0.60	0.00	0.40	0.00	0.40	0.20	0.40
Habenaria thomana	1.1139434	1.1139434	0.0272666667	 0.044933333	7.506071e-01	0.6158206905	1	3.80041634	1.6127839	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.40000000	2.916454	 13.10000000	3.410187	1.7923917	1.9268567	 2.9600000	2.0000000	 2.92333333	2.5976952	1.0211893	1.8129134	0.00	0.00	1.00	0.00	0.00	0.00	0.92	0.08
Habenaria tianae	0.3010300	0.3010300	0.2553000000	 0.248611111	0.000000e+00	0.0000000000	0	0.69897000	0.6989700	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	 1.50666667	3.421768	 12.40000000	2.870989	2.0211893	1.3010300	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00
Habenaria tridactylites	1.9912261	1.9912261	0.3121333333	-0.096011111	2.840064e-01	0.5585957833	1	4.34158348	2.5276299	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	 1.16000000	3.454692	  9.46666667	2.510545	1.9395193	0.6020600	 3.4800000	2.9325752	 4.05333333	2.4623980	1.0086002	0.9542425	0.00	0.00	0.26	0.74	0.00	0.00	0.23	0.77
Habenaria virens	1.4149733	1.4149733	0.1903333333	-0.534688889	8.009877e-01	1.1522387953	1	5.41536366	1.9867717	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	 1.42666667	3.091315	 12.86666667	3.133219	1.9822712	1.4313638	 5.6133333	3.1078880	 6.04000000	2.9916690	1.6589648	2.0326188	0.12	0.16	0.52	0.20	0.12	0.24	0.40	0.24
Hammarbya paludosa	3.7155019	3.7155019	0.6559111111	 0.071955556	1.211935e+00	1.5296122990	1	7.46661127	4.2069607	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	 0.36666667	3.852053	 -2.06666667	2.814248	1.4623980	2.0334238	 5.8000000	3.7547305	 9.93333333	3.0899051	1.2787536	2.3031961	0.04	0.23	0.28	0.45	0.06	0.23	0.29	0.42
Helonoma bifida	0.9030900	0.9030900	0.0525222222	-0.350627778	5.153028e-01	0.7569394760	1	4.55225084	1.4623980	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.42000000	2.584331	 13.80000000	3.394277	1.7160033	2.2810334	 3.2400000	1.6464037	 3.17333333	3.1022278	1.1875207	2.2641092	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
Hemipilia flabellata	1.4913617	1.4913617	0.3026333333	 0.559616667	7.708115e-01	0.7108080465	1	5.41896045	2.0681859	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	 0.77666667	3.674769	  3.16666667	2.986324	1.9845273	1.3521825	 9.0366667	3.2405617	10.24333333	2.7272565	1.3424227	1.6594408	0.00	0.03	0.33	0.63	0.00	0.00	0.13	0.87
Hemipilia forrestii	0.3010300	0.3010300	0.2731888889	 0.548272222	0.000000e+00	0.0000000000	1	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.02666667	3.623766	  6.20000000	3.129045	1.9138139	1.7708520	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Hemipilia henryi	0.6020600	0.6020600	0.3290555556	 0.587466667	6.737073e-01	0.9075483999	1	4.01290346	1.1139434	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	 0.94000000	3.804003	  2.93333333	3.018284	1.9190781	1.6434527	 1.8000000	3.4364171	 1.68000000	2.1720188	1.3364597	1.2355284	0.00	0.00	0.33	0.67	0.00	0.00	0.33	0.67
Hemipilia limprichtii	0.4771213	0.4771213	0.2879444444	 0.578933333	3.759470e-01	0.6841449010	1	0.95424251	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.09000000	3.734920	  5.86666667	3.015569	1.9030900	1.7032914	 1.2600000	3.3395111	 3.24000000	2.4372748	1.2787536	1.4871384	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Herminium ophioglossoides	1.1139434	1.1139434	0.3211555556	 0.554833333	8.197436e-01	0.4744107786	1	4.95745202	1.6901961	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	 0.34666667	3.730176	 -1.30000000	2.871573	2.0043214	1.1461280	 8.2466667	3.3526070	10.13666667	2.6442908	1.1903317	1.4232459	0.00	0.08	0.42	0.50	0.00	0.08	0.33	0.58
Hetaeria heterosepala	1.2787536	1.2787536	0.0225000000	 0.119550000	1.266543e+00	1.6554805471	0	6.51574829	1.7853298	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.56333333	2.943495	 14.96666667	3.210586	1.8027737	2.1254813	 2.1100000	3.0269212	 2.36000000	2.9662122	1.7419391	2.2837534	0.12	0.38	0.31	0.19	0.12	0.29	0.35	0.24
Hexalectris revoluta	0.6020600	0.6020600	0.3017000000	-0.568744444	6.601756e-01	0.5064739136	1	4.46822134	1.1139434	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	 1.22666667	3.696182	  6.86666667	2.534026	1.8195439	1.4771213	 2.4000000	3.4550429	 0.84000000	2.0944711	1.2355284	1.2787536	0.00	0.00	0.67	0.33	0.00	0.00	1.00	0.00
Hexalectris warnockii	1.7075702	1.7075702	0.3586555556	-0.546788889	5.528750e-01	1.1291729740	1	5.87109860	2.2671717	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	 1.24666667	3.897352	  5.53333333	2.950851	1.5051500	2.2095150	 2.6200000	3.1716680	 1.80333333	2.7202420	1.6185710	2.1606186	0.04	0.04	0.04	0.88	0.04	0.04	0.04	0.88
Himantoglossum adriaticum	2.0530784	2.0530784	0.4857222222	 0.071661111	8.831002e-01	0.9332500821	1	5.52212791	2.5809250	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	 0.66000000	3.796505	  1.53333333	2.916454	1.4149733	2.1832698	 4.2000000	3.0812753	 4.06666667	2.6354837	1.0791812	1.9334873	0.00	0.02	0.08	0.90	0.00	0.00	0.14	0.86
Himantoglossum metlesicsianum	1.1461280	1.1461280	0.3142222222	-0.092772222	4.320504e-02	0.1107647395	1	2.54828006	1.6532125	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	 0.92666667	3.544068	  6.66666667	2.683947	1.9242793	0.9542425	 2.8666667	2.9403172	 3.42666667	1.7604225	0.4771213	0.3802112	0.00	0.00	0.31	0.69	0.00	0.00	0.31	0.69
Holcoglossum quasipinifolium	0.7781513	0.7781513	0.2687222222	 0.672822222	2.838212e-01	0.1592362334	1	3.39970210	1.3222193	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 0.84666667	3.544812	  5.66666667	3.438701	1.7323938	2.3654880	 5.7333333	3.0494506	 5.34666667	2.8730880	1.4828736	2.1467480	0.00	0.00	0.20	0.80	0.00	0.00	0.40	0.60
Holothrix filicornis	1.1461280	1.1461280	0.3219111111	 0.095505556	4.537524e-01	0.3575994727	0	4.03663612	1.7242759	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	 1.09333333	3.443889	  8.46666667	1.924279	1.7403627	0.9542425	 1.5200000	3.2619762	 1.45333333	2.0546131	1.4563660	0.9030900	0.09	0.36	0.36	0.18	0.09	0.36	0.36	0.18
Holothrix socotrana	0.3010300	0.3010300	0.1397666667	 0.300372222	0.000000e+00	0.0000000000	1	0.69897000	0.6989700	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	 1.64666667	3.294907	 14.86666667	2.041393	1.7323938	1.1461280	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Huntleya burtii	1.5682017	1.5682017	0.1104444444	-0.459961111	5.663373e-01	0.9024122305	1	5.37043441	2.0969100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.61333333	2.807873	 15.56666667	3.464639	1.7558749	2.2671717	 4.3166667	2.5381337	 4.46666667	3.2716093	1.6812412	2.7361972	0.00	0.20	0.54	0.26	0.00	0.09	0.63	0.29
Huntleya vargasii	0.6020600	0.6020600	0.1261222222	-0.408150000	5.734518e-01	0.7590435227	0	3.23253338	1.1139434	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.60000000	2.675778	 14.93333333	3.409933	1.6627578	2.4653829	 1.6200000	2.7481105	 1.62000000	3.1677898	0.5682017	2.4107772	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
Isotria medeoloides	1.1139434	1.1139434	0.4513777778	-0.416038889	9.652636e-01	1.0678945641	1	5.36038394	1.6901961	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	 0.70000000	3.936916	 -0.43333333	3.067815	1.0000000	2.4289443	 3.4800000	3.4075099	 5.71000000	2.5300716	1.0394141	2.0457141	0.00	0.00	0.25	0.75	0.00	0.08	0.17	0.75
Jumellea anjouanensis	0.9030900	0.9030900	0.1302777778	 0.241561111	2.125924e-01	0.2545577441	0	3.36859720	1.3222193	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.50000000	3.122216	 13.80000000	3.355068	1.6901961	2.4065402	 1.1600000	2.0751819	 1.06666667	2.5626497	1.2479733	1.9242793	0.00	0.00	0.71	0.29	0.00	0.00	0.71	0.29
Jumellea stenophylla	2.2174839	2.2174839	0.2101777778	 0.271633333	5.708376e-01	0.9396228220	0	5.79061867	2.4031205	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.28666667	3.411788	 10.53333333	3.220370	1.8864907	2.1461280	 2.5800000	2.7427251	 2.56000000	2.6444386	1.6488477	2.1320995	0.00	0.73	0.10	0.17	0.00	0.55	0.26	0.18
Lankesterella gnomus	0.6020600	0.6020600	0.2301333333	-0.234944444	3.143270e-02	0.1335389084	0	1.02098244	1.1139434	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.22000000	3.297542	 10.40000000	3.141136	1.8450980	1.9030900	 0.9600000	1.4031205	 0.90000000	1.8943161	0.2787536	0.9138139	0.00	0.00	0.67	0.33	0.00	0.00	0.33	0.67
Leochilus leochilinus	0.4771213	0.4771213	0.1056111111	-0.462277778	3.727279e-01	0.4358443660	1	0.95424251	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.32666667	2.699838	 12.80000000	3.514348	1.6434527	2.5138832	 1.0800000	1.7109631	 1.08000000	2.6445371	0.4471580	0.2787536	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Lepanthes binaria	0.4771213	0.4771213	0.0067777778	-0.432083333	6.520613e-02	0.0685568951	1	0.95424251	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 0.71666667	2.601517	  6.73333333	2.982723	1.4983106	2.1568519	 0.5400000	1.8241258	 0.60000000	2.1335389	0.8633229	1.5987905	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Lepanthes lindleyana	1.6020600	1.6020600	0.1033444444	-0.454577778	7.073146e-01	1.1750416047	1	5.87189576	2.1731863	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.14666667	2.739572	 10.93333333	3.442009	1.7403627	2.2718416	 7.2000000	2.3275633	 7.21333333	3.3513517	1.5105450	2.3926970	0.00	0.08	0.27	0.65	0.00	0.05	0.24	0.70
Lepanthes mucronata	2.0211893	2.0211893	0.0085666667	-0.433122222	1.000094e+00	0.6979856469	0	5.85620979	2.5670264	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	 0.88000000	2.629410	  8.40000000	3.126131	1.4983106	2.3304138	 8.3600000	2.6392872	 8.38000000	3.3351067	1.6216955	2.6391876	0.06	0.24	0.37	0.33	0.02	0.21	0.34	0.43
Lepanthes prolifera	0.6020600	0.6020600	0.0358111111	-0.417000000	6.341345e-01	0.6330713491	1	2.20152548	1.1139434	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	 0.66666667	2.617000	  6.33333333	3.147058	1.5910646	2.3138672	 0.4800000	1.8122447	 0.48000000	2.4568213	1.3180633	2.0480532	0.00	0.00	0.33	0.67	0.00	0.00	0.33	0.67
Lepanthes sinuosa	0.3010300	0.3010300	0.0572111111	-0.422294444	0.000000e+00	0.0000000000	1	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 0.87333333	2.374748	  8.46666667	3.407051	1.4471580	2.6766936	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
Liparis ambohimangana	1.0000000	1.0000000	0.2094555556	 0.266966667	8.737674e-02	0.2460699837	0	3.15368806	1.4623980	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.28666667	3.411788	 10.40000000	3.220108	1.8864907	2.1461280	 1.6400000	2.4704105	 1.53333333	2.5337721	1.4248816	2.0453230	0.00	0.56	0.11	0.33	0.00	0.33	0.33	0.33
Liparis bautingensis	0.3010300	0.3010300	0.2069555556	 0.609444444	0.000000e+00	0.0000000000	1	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.66666667	3.467016	 13.86666667	3.176959	1.9030900	1.6989700	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Liparis bulbophylloides	1.4149733	1.4149733	0.2149444444	 0.267083333	1.046836e+00	0.5128284258	0	5.30001070	1.8633229	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.29333333	3.411788	 10.53333333	3.220108	1.8864907	2.1461280	 3.4933333	3.0132587	 4.29333333	2.9292145	1.5843312	2.2953471	0.00	0.76	0.16	0.08	0.00	0.36	0.56	0.08
Liparis goodyeroides	0.8450980	0.8450980	0.0542666667	 0.051994444	7.038650e-01	0.5788683287	1	4.64774333	1.3222193	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.58666667	2.946698	 15.00000000	3.344392	1.8450980	1.9138139	 1.3166667	2.2606675	 1.35000000	3.0173464	1.1222159	2.0606978	0.00	0.33	0.33	0.33	0.00	0.00	0.67	0.33
Liparis henrici	1.1461280	1.1461280	0.2236444444	 0.263322222	7.617490e-01	0.3969800262	0	4.76127931	1.7242759	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	 1.20000000	3.391993	  9.73333333	3.149527	1.9590414	1.8633229	 2.9600000	2.7587605	 3.28000000	2.6996643	1.6253125	2.1953461	0.00	0.31	0.15	0.54	0.00	0.15	0.31	0.54
Liparis longicaulis	2.0253059	2.0253059	0.2102555556	 0.267916667	9.441963e-01	0.4971121794	0	5.26046503	2.3598355	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	 1.28666667	3.411788	 10.53333333	3.220370	1.8864907	2.1461280	 2.8533333	2.7475672	 2.90666667	2.7946274	1.4828736	2.0982975	0.00	0.69	0.20	0.11	0.00	0.42	0.47	0.11
Liparis longipetala	1.1760913	1.1760913	0.2190111111	 0.266044444	9.346027e-01	0.4987053754	0	5.09324310	1.7558749	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	 1.28000000	3.408070	 10.40000000	3.220239	1.8920946	2.1351327	 3.0633333	2.8235720	 3.41333333	2.8696423	1.5746099	2.2077690	0.00	0.57	0.07	0.36	0.00	0.29	0.36	0.36
